timestamp,location_id,location_type,capacity,hour,day_of_week,is_weekend,is_exam_period,is_holiday,weather_condition,temperature,crowd_count,occupancy_rate
2025-08-24 17:52:42.202924,2,GYMS,180,0,6,1,0,0,rain,92.1,106,59.39
2025-08-24 18:04:42.202924,6,HOUSING,300,0,6,1,0,0,clear,92.3,281,93.96
2025-08-24 18:20:42.202924,2,HOUSING,300,1,6,1,0,0,rain,84.5,294,98.13
2025-08-24 19:03:42.202924,1,OUTDOORS,100,1,6,1,0,0,clear,86.3,29,29.61
2025-08-24 19:08:42.202924,5,ACADEMIC,200,1,6,1,0,0,rain,89.1,7,3.66
2025-08-24 19:19:42.202924,1,OUTDOORS,100,2,6,1,0,0,clear,91.4,29,29.13
2025-08-24 19:59:42.202924,5,HOUSING,300,2,6,1,0,0,clear,90.8,249,83.32
2025-08-24 20:10:42.202924,2,ACADEMIC,200,3,6,1,0,0,clear,88.2,13,6.95
2025-08-24 22:25:42.202924,2,ACADEMIC,200,5,6,1,0,0,cloudy,96.0,19,9.54
2025-08-24 22:32:42.202924,5,LIBRARIES,150,5,6,1,0,0,clear,86.9,12,8.28
2025-08-24 22:45:42.202924,3,GYMS,180,5,6,1,0,0,clear,87.2,87,48.7
2025-08-24 22:45:42.202924,2,GYMS,180,5,6,1,0,0,clear,86.5,73,40.61
2025-08-24 23:01:42.202924,1,ACADEMIC,200,5,6,1,0,0,clear,81.0,9,4.73
2025-08-24 23:08:42.202924,5,LIBRARIES,150,5,6,1,0,0,clear,91.5,30,20.07
2025-08-25 01:05:42.202924,3,HOUSING,300,7,0,0,0,0,rain,89.0,255,85.08
2025-08-25 02:55:42.202924,4,DINING,160,9,0,0,0,0,clear,89.7,30,19.01
2025-08-25 03:24:42.202924,1,STUDY SPOTS,120,10,0,0,0,0,clear,89.7,41,34.87
2025-08-25 04:04:42.202924,2,ACADEMIC,200,10,0,0,0,0,clear,83.2,150,75.26
2025-08-25 04:07:42.202924,2,HOUSING,300,10,0,0,0,0,clear,91.2,89,29.73
2025-08-25 04:07:42.202924,2,GYMS,180,10,0,0,0,0,clear,95.7,86,48.01
2025-08-25 04:08:42.202924,3,STUDY SPOTS,120,10,0,0,0,0,clear,86.2,43,36.15
2025-08-25 04:35:42.202924,1,STUDY SPOTS,120,11,0,0,0,0,clear,89.1,28,23.71
2025-08-25 05:12:42.202924,6,ACADEMIC,200,12,0,0,0,0,clear,85.5,106,53.28
2025-08-25 05:21:42.202924,1,DINING,160,12,0,0,0,0,rain,90.1,154,96.86
2025-08-25 05:40:42.202924,7,ACADEMIC,200,12,0,0,0,0,clear,85.7,145,72.59
2025-08-25 06:00:42.202924,7,ACADEMIC,200,12,0,0,0,0,clear,91.7,180,90.19
2025-08-25 06:17:42.202924,3,OUTDOORS,100,13,0,0,0,0,clear,87.6,75,75.74
2025-08-25 06:38:42.202924,1,GYMS,180,13,0,0,0,0,clear,85.3,104,58.2
2025-08-25 06:53:42.202924,3,DINING,160,13,0,0,0,0,cloudy,88.1,144,90.16
2025-08-25 07:16:42.202924,3,LIBRARIES,150,14,0,0,0,0,clear,81.2,107,71.87
2025-08-25 07:26:42.202924,1,GYMS,180,14,0,0,0,0,rain,88.2,56,31.26
2025-08-25 07:43:42.202924,1,DINING,160,14,0,0,0,0,cloudy,82.1,37,23.46
2025-08-25 08:02:42.202924,3,HOUSING,300,14,0,0,0,0,clear,78.7,86,28.83
2025-08-25 08:17:42.202924,2,OUTDOORS,100,15,0,0,0,0,rain,90.3,22,22.1
2025-08-25 08:20:42.202924,2,LIBRARIES,150,15,0,0,0,0,clear,89.2,103,68.93
2025-08-25 09:56:42.202924,5,LIBRARIES,150,16,0,0,0,0,cloudy,92.3,116,77.84
2025-08-25 10:00:42.202924,4,LIBRARIES,150,16,0,0,0,0,clear,94.0,113,75.97
2025-08-25 10:01:42.202924,1,OUTDOORS,100,16,0,0,0,0,clear,82.9,75,75.76
2025-08-25 10:05:42.202924,2,GYMS,180,16,0,0,0,0,clear,83.4,180,100.0
2025-08-25 10:11:42.202924,2,OUTDOORS,100,17,0,0,0,0,clear,94.6,0,0.14
2025-08-25 11:46:42.202924,3,GYMS,180,18,0,0,0,0,rain,83.2,168,93.35
2025-08-25 13:13:42.202924,3,GYMS,180,20,0,0,0,0,clear,86.8,160,88.93
2025-08-25 14:06:42.202924,5,HOUSING,300,20,0,0,0,0,clear,91.1,82,27.57
2025-08-25 15:22:42.202924,2,GYMS,180,22,0,0,0,0,clear,93.5,50,27.93
2025-08-25 17:47:42.202924,4,STUDY SPOTS,120,0,0,0,0,0,cloudy,83.4,64,54.03
2025-08-25 17:58:42.202924,1,STUDY SPOTS,120,0,0,0,0,0,clear,86.0,16,13.63
2025-08-25 19:02:42.202924,1,OUTDOORS,100,1,0,0,0,0,clear,90.5,44,44.4
2025-08-25 19:03:42.202924,5,LIBRARIES,150,1,0,0,0,0,clear,90.4,8,5.75
2025-08-25 19:03:42.202924,3,OUTDOORS,100,1,0,0,0,0,clear,86.3,21,21.01
2025-08-25 19:31:42.202924,5,LIBRARIES,150,2,0,0,0,0,clear,83.4,13,9.05
2025-08-25 19:40:42.202924,2,GYMS,180,2,0,0,0,0,clear,86.3,53,29.74
2025-08-25 19:42:42.202924,2,GYMS,180,2,0,0,0,0,clear,93.0,76,42.56
2025-08-25 20:28:42.202924,6,HOUSING,300,3,0,0,0,0,clear,89.2,273,91.32
2025-08-25 20:58:42.202924,2,STUDY SPOTS,120,3,0,0,0,0,cloudy,92.5,55,46.25
2025-08-25 21:10:42.202924,2,GYMS,180,4,0,0,0,0,cloudy,83.7,78,43.84
2025-08-25 21:49:42.202924,2,LIBRARIES,150,4,0,0,0,0,clear,94.9,24,16.33
2025-08-25 22:06:42.202924,3,ACADEMIC,200,4,0,0,0,0,cloudy,85.0,19,9.88
2025-08-25 22:22:42.202924,1,OUTDOORS,100,5,0,0,0,0,clear,79.4,26,26.74
2025-08-25 22:31:42.202924,5,HOUSING,300,5,0,0,0,0,clear,96.8,251,83.97
2025-08-25 22:42:42.202924,1,STUDY SPOTS,120,5,0,0,0,0,clear,84.5,28,23.91
2025-08-25 22:50:42.202924,8,ACADEMIC,200,5,0,0,0,0,cloudy,83.9,0,0.0
2025-08-25 23:21:42.202924,1,DINING,160,6,0,0,0,0,rain,85.7,15,9.46
2025-08-25 23:28:42.202924,2,ACADEMIC,200,6,0,0,0,0,clear,86.3,46,23.41
2025-08-25 23:53:42.202924,1,HOUSING,300,6,0,0,0,0,clear,89.3,266,88.95
2025-08-26 00:02:42.202924,2,GYMS,180,6,1,0,0,0,clear,97.0,89,49.9
2025-08-26 00:08:42.202924,3,GYMS,180,6,1,0,0,0,clear,87.3,119,66.3
2025-08-26 01:15:42.202924,3,GYMS,180,8,1,0,0,0,clear,83.0,95,52.81
2025-08-26 01:22:42.202924,3,GYMS,180,8,1,0,0,0,clear,79.8,136,75.67
2025-08-26 01:32:42.202924,4,STUDY SPOTS,120,8,1,0,0,0,cloudy,91.1,10,9.02
2025-08-26 02:14:42.202924,1,HOUSING,300,9,1,0,0,0,rain,76.3,125,42.0
2025-08-26 02:16:42.202924,5,ACADEMIC,200,9,1,0,0,0,clear,90.0,162,81.5
2025-08-26 02:24:42.202924,5,LIBRARIES,150,9,1,0,0,0,cloudy,86.8,67,44.83
2025-08-26 03:01:42.202924,4,HOUSING,300,9,1,0,0,0,clear,87.0,106,35.49
2025-08-26 03:43:42.202924,2,ACADEMIC,200,10,1,0,0,0,clear,85.1,185,92.8
2025-08-26 04:01:42.202924,3,GYMS,180,10,1,0,0,0,clear,92.9,81,45.29
2025-08-26 04:12:42.202924,1,HOUSING,300,11,1,0,0,0,clear,83.7,181,60.42
2025-08-26 04:28:42.202924,3,STUDY SPOTS,120,11,1,0,0,0,rain,89.2,48,40.28
2025-08-26 04:48:42.202924,4,STUDY SPOTS,120,11,1,0,0,0,rain,87.4,44,36.98
2025-08-26 04:57:42.202924,4,DINING,160,11,1,0,0,0,rain,76.1,142,88.93
2025-08-26 05:01:42.202924,1,DINING,160,11,1,0,0,0,clear,88.0,160,100.0
2025-08-26 05:08:42.202924,2,DINING,160,11,1,0,0,0,cloudy,90.1,148,92.56
2025-08-26 05:27:42.202924,2,STUDY SPOTS,120,12,1,0,0,0,clear,92.6,72,60.35
2025-08-26 06:39:42.202924,3,DINING,160,13,1,0,0,0,cloudy,88.7,138,86.49
2025-08-26 07:11:42.202924,4,DINING,160,14,1,0,0,0,rain,85.0,45,28.38
2025-08-26 08:38:42.202924,4,HOUSING,300,15,1,0,0,0,rain,85.7,64,21.33
2025-08-26 08:50:42.202924,4,STUDY SPOTS,120,15,1,0,0,0,cloudy,84.7,78,65.29
2025-08-26 08:59:42.202924,3,OUTDOORS,100,15,1,0,0,0,clear,85.7,36,36.72
2025-08-26 09:15:42.202924,3,OUTDOORS,100,16,1,0,0,0,clear,90.2,53,53.79
2025-08-26 09:22:42.202924,2,STUDY SPOTS,120,16,1,0,0,0,clear,87.4,93,77.89
2025-08-26 09:46:42.202924,2,STUDY SPOTS,120,16,1,0,0,0,clear,94.0,71,59.79
2025-08-26 11:03:42.202924,6,ACADEMIC,200,17,1,0,0,0,clear,86.2,82,41.3
2025-08-26 11:04:42.202924,2,HOUSING,300,17,1,0,0,0,clear,96.4,93,31.23
2025-08-26 11:27:42.202924,8,ACADEMIC,200,18,1,0,0,0,cloudy,94.8,110,55.2
2025-08-26 11:29:42.202924,2,GYMS,180,18,1,0,0,0,clear,94.0,154,85.9
2025-08-26 11:35:42.202924,3,LIBRARIES,150,18,1,0,0,0,rain,85.9,150,100.0
2025-08-26 11:37:42.202924,1,GYMS,180,18,1,0,0,0,clear,92.1,180,100.0
2025-08-26 11:51:42.202924,2,DINING,160,18,1,0,0,0,clear,87.9,109,68.6
2025-08-26 12:02:42.202924,2,OUTDOORS,100,18,1,0,0,0,clear,83.9,33,33.71
2025-08-26 12:06:42.202924,1,LIBRARIES,150,18,1,0,0,0,clear,90.1,112,74.89
2025-08-26 12:21:42.202924,3,OUTDOORS,100,19,1,0,0,0,clear,87.2,11,11.65
2025-08-26 12:54:42.202924,5,LIBRARIES,150,19,1,0,0,0,clear,88.9,108,72.13
2025-08-26 14:22:42.202924,7,ACADEMIC,200,21,1,0,0,0,clear,93.5,6,3.34
2025-08-26 14:29:42.202924,1,GYMS,180,21,1,0,0,0,cloudy,92.0,95,52.79
2025-08-26 15:01:42.202924,3,HOUSING,300,21,1,0,0,0,clear,88.9,88,29.43
2025-08-26 15:17:42.202924,1,STUDY SPOTS,120,22,1,0,0,0,clear,85.6,88,73.95
2025-08-26 16:30:42.202924,2,OUTDOORS,100,23,1,0,0,0,rain,78.1,2,2.46
2025-08-26 16:59:42.202924,5,LIBRARIES,150,23,1,0,0,0,clear,90.2,22,15.06
2025-08-26 17:02:42.202924,5,HOUSING,300,23,1,0,0,0,clear,90.0,250,83.47
2025-08-26 17:23:42.202924,4,DINING,160,0,1,0,0,0,clear,87.8,37,23.57
2025-08-26 17:27:42.202924,2,LIBRARIES,150,0,1,0,0,0,clear,82.1,18,12.21
2025-08-26 18:05:42.202924,3,OUTDOORS,100,0,1,0,0,0,rain,87.7,2,2.87
2025-08-26 18:21:42.202924,1,OUTDOORS,100,1,1,0,0,0,rain,89.0,0,0.0
2025-08-26 18:54:42.202924,4,STUDY SPOTS,120,1,1,0,0,0,rain,97.5,45,38.29
2025-08-26 19:04:42.202924,3,LIBRARIES,150,1,1,0,0,0,rain,90.7,1,1.14
2025-08-26 19:17:42.202924,6,ACADEMIC,200,2,1,0,0,0,cloudy,82.1,17,8.98
2025-08-26 19:38:42.202924,2,STUDY SPOTS,120,2,1,0,0,0,clear,88.1,32,27.22
2025-08-26 19:43:42.202924,2,OUTDOORS,100,2,1,0,0,0,clear,81.2,0,0.0
2025-08-26 20:12:42.202924,2,OUTDOORS,100,3,1,0,0,0,rain,86.6,0,0.69
2025-08-26 21:46:42.202924,2,STUDY SPOTS,120,4,1,0,0,0,clear,83.0,41,34.84
2025-08-26 21:55:42.202924,3,GYMS,180,4,1,0,0,0,clear,90.9,66,37.21
2025-08-26 23:36:42.202924,3,OUTDOORS,100,6,1,0,0,0,clear,86.6,40,40.86
2025-08-26 23:47:42.202924,1,STUDY SPOTS,120,6,1,0,0,0,clear,89.3,30,25.15
2025-08-27 00:11:42.202924,3,GYMS,180,7,2,0,0,0,rain,85.1,97,54.4
2025-08-27 00:21:42.202924,4,DINING,160,7,2,0,0,0,cloudy,89.2,152,95.42
